clae6,letra,clae6_desc,clae2_desc,letra_desc
591300,J,Exhibición de filmes y videocintas,Servicios audiovisuales,INFORMACIÓN Y COMUNICACIONES
591110,J,Producción de filmes y videocintas,Servicios audiovisuales,INFORMACIÓN Y COMUNICACIONES
601000,J,Emisión y retransmisión de radio,Programación y transmisiones de TV y radio,INFORMACIÓN Y COMUNICACIONES
602310,J,Emisión de señales de televisión por suscripción,Programación y transmisiones de TV y radio,INFORMACIÓN Y COMUNICACIONES
602320,J,Producción de programas de televisión,Programación y transmisiones de TV y radio,INFORMACIÓN Y COMUNICACIONES
602100,J,Emisión y retransmisión  de televisión abierta,Programación y transmisiones de TV y radio,INFORMACIÓN Y COMUNICACIONES
602900,J,Servicios de televisión n.c.p,Programación y transmisiones de TV y radio,INFORMACIÓN Y COMUNICACIONES
602200,J,Operadores de televisión por suscripción.,Programación y transmisiones de TV y radio,INFORMACIÓN Y COMUNICACIONES
611010,J,Servicios de locutorios,Telecomunicaciones,INFORMACIÓN Y COMUNICACIONES
614010,J,Servicios de proveedores de acceso a internet,Telecomunicaciones,INFORMACIÓN Y COMUNICACIONES
612000,J,Servicios de telefonía móvil,Telecomunicaciones,INFORMACIÓN Y COMUNICACIONES
614090,J,Servicios de telecomunicación vía internet n.c.p.,Telecomunicaciones,INFORMACIÓN Y COMUNICACIONES
619000,J,Servicios de telecomunicaciones n.c.p. (Incluye el servicio de pagers),Telecomunicaciones,INFORMACIÓN Y COMUNICACIONES
611090,J,"Servicios de telefonía fija, excepto locutorios",Telecomunicaciones,INFORMACIÓN Y COMUNICACIONES
613000,J,"Servicios de telecomunicaciones vía satélite, excepto servicios de transmisión de televisión",Telecomunicaciones,INFORMACIÓN Y COMUNICACIONES
620900,J,Servicios de informática n.c.p.,"Servicios de programación, consultoría informática y actividades conexas",INFORMACIÓN Y COMUNICACIONES
620100,J,Servicios de consultores en informática y suministros de programas de informática,"Servicios de programación, consultoría informática y actividades conexas",INFORMACIÓN Y COMUNICACIONES
620200,J,Servicios de consultores en equipo de informática,"Servicios de programación, consultoría informática y actividades conexas",INFORMACIÓN Y COMUNICACIONES
620300,J,Servicios de consultores en tecnología de la información,"Servicios de programación, consultoría informática y actividades conexas",INFORMACIÓN Y COMUNICACIONES
631110,J,Procesamiento de datos,Actividades de procesamiento de información,INFORMACIÓN Y COMUNICACIONES
631190,J,Actividades conexas al procesamiento y hospedaje de datos n.c.p.,Actividades de procesamiento de información,INFORMACIÓN Y COMUNICACIONES
639100,J,Agencias de noticias,Actividades de procesamiento de información,INFORMACIÓN Y COMUNICACIONES
631200,J,Portales web,Actividades de procesamiento de información,INFORMACIÓN Y COMUNICACIONES
639900,J,Servicios de información n.c.p.,Actividades de procesamiento de información,INFORMACIÓN Y COMUNICACIONES
631120,J,Hospedaje de datos,Actividades de procesamiento de información,INFORMACIÓN Y COMUNICACIONES
641910,K,Servicios de la banca mayorista,Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
641930,K,Servicios de la banca minorista,Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
642000,K,Servicios de sociedades de cartera,Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
641942,K,Servicios de intermediación financiera realizada por sociedades de ahorro y préstamo para la vivienda y otros inmuebles,Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
649220,K,Servicios de entidades de tarjeta de compra y/o crédito,Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
649999,K,"Servicios de financiación y actividades financieras n.c.p. (Incluye actividades de inversión en acciones, títulos, la actividad de corredores de bolsa, securitización, mutuales financieras, etc.), (No incluye actividades financieras relacionadas con el otorgamiento de créditos)",Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
649210,K,Actividades de crédito para financiar otras actividades económicas,Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
641941,K,Servicios de intermediación financiera realizada por las compañías financieras,Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
649100,K,"Arrendamiento financiero, leasing",Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
641100,K,Servicios de la banca central (Incluye las actividades del Banco Central de la República Argentina),Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
641943,K,Servicios de intermediación financiera realizada por cajas de crédito,Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
649910,K,"Servicios de agentes de mercado abierto """"puros"""" (Incluye las transacciones extrabursátiles - por cuenta propia -)",Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
643001,K,Servicios de fideicomisos,Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
643009,K,Fondos y sociedades de inversión y entidades financieras similares n.c.p.,Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
649290,K,"Servicios de crédito n.c.p. (Incluye el otorgamiento de préstamos por entidades que no reciben depósitos y que están fuera del sistema bancario y cuyo destino es financiar el consumo, la vivienda u otros bienes)",Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
641920,K,Servicios de la banca de inversión,Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
649991,K,"Servicios de socios inversores en sociedades regulares según Ley 19.550 - S.R.L., S.C.A, etc, excepto socios inversores en sociedades anónimas incluidos en 649999 (No incluye los servicios de socios miembros  que desarrollan actividades de asesoramiento, dirección y gestión empresarial de sociedades regulares según Ley 19.550: 702091 y 702092) ",Servicios financieros (excepto seguros y pensiones),INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
653000,K,"Administración de fondos de pensiones, excepto la seguridad social obligatoria","Servicios de seguros, reaseguros y pensiones",INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
651310,K,Obras Sociales,"Servicios de seguros, reaseguros y pensiones",INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
651320,K,Servicios de cajas de previsión social pertenecientes a asociaciones profesionales,"Servicios de seguros, reaseguros y pensiones",INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
651220,K,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),"Servicios de seguros, reaseguros y pensiones",INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
651110,K,Servicios de seguros de salud (Incluye medicina prepaga y mutuales de salud),"Servicios de seguros, reaseguros y pensiones",INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
651120,K,"Servicios de seguros de vida (Incluye los seguros de vida, retiro y sepelio)","Servicios de seguros, reaseguros y pensiones",INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
651130,K,Servicios de seguros personales excepto  los de salud y de vida (Incluye los seguros para viajes),"Servicios de seguros, reaseguros y pensiones",INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
651210,K,Servicios de aseguradoras de riesgo de trabajo (ART),"Servicios de seguros, reaseguros y pensiones",INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
652000,K,Reaseguros,"Servicios de seguros, reaseguros y pensiones",INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
663000,K,Servicios de gestión de fondos a cambio de una retribución o por contrata,Servicios auxiliares de la actividad financiera y de seguros,INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
661131,K,Servicios de bolsas de comercio,Servicios auxiliares de la actividad financiera y de seguros,INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
661999,K,Servicios auxiliares a la intermediación financiera n.c.p. (Incluye asesoría financiera),Servicios auxiliares de la actividad financiera y de seguros,INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
661910,K,Servicios bursátiles de mediación o por cuenta de terceros (Incluye la actividad de agentes y sociedades de bolsa),Servicios auxiliares de la actividad financiera y de seguros,INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
662010,K,Servicios de evaluación de riesgos y daños,Servicios auxiliares de la actividad financiera y de seguros,INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
661121,K,Servicios de mercados a término,Servicios auxiliares de la actividad financiera y de seguros,INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
662090,K,Servicios auxiliares a los servicios de seguros n.c.p.,Servicios auxiliares de la actividad financiera y de seguros,INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
661920,K,Servicios de casas y agencias de cambio,Servicios auxiliares de la actividad financiera y de seguros,INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
661992,K,Servicios de administradoras de vales y tickets,Servicios auxiliares de la actividad financiera y de seguros,INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
661991,K,Servicios de envio y recepción de fondos desde y hacia el exterior,Servicios auxiliares de la actividad financiera y de seguros,INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
662020,K,Servicios de productores  y asesores de seguros,Servicios auxiliares de la actividad financiera y de seguros,INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
661111,K,Servicios de mercados y cajas de valores,Servicios auxiliares de la actividad financiera y de seguros,INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
661930,K,Servicios de sociedades calificadoras de riesgos financieros,Servicios auxiliares de la actividad financiera y de seguros,INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS
682010,L,Servicios de administración de consorcios de edificios,Servicios inmobiliarios,SERVICIOS INMOBILIARIOS
681020,L,Servicios de alquiler  de consultorios médicos,Servicios inmobiliarios,SERVICIOS INMOBILIARIOS
681098,L,"Servicios inmobiliarios realizados por cuenta propia, con bienes urbanos propios o arrendados n.c.p.",Servicios inmobiliarios,SERVICIOS INMOBILIARIOS
681099,L,"Servicios inmobiliarios realizados por cuenta propia, con bienes rurales propios o arrendados n.c.p.",Servicios inmobiliarios,SERVICIOS INMOBILIARIOS
681010,L,"Servicios de alquiler y explotación de inmuebles para fiestas, convenciones y otros eventos similares ",Servicios inmobiliarios,SERVICIOS INMOBILIARIOS
682091,L,Servicios prestados por inmobiliarias,Servicios inmobiliarios,SERVICIOS INMOBILIARIOS
682099,L,"Servicios inmobiliarios realizados a cambio de una retribución o por contrata n.c.p. (Incluye compra, venta, alquiler, remate, tasación, administración de bienes, etc., realizados a cambio de una retribución o por contrata, y la actividad de administradores, martilleros, rematadores, comisionistas, etc.)",Servicios inmobiliarios,SERVICIOS INMOBILIARIOS
691002,M,Servicios  notariales,Servicios jurídicos y de contabilidad,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
691001,M,Servicios jurídicos,Servicios jurídicos y de contabilidad,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
692000,M,"Servicios de contabilidad, auditoría y asesoría fiscal",Servicios jurídicos y de contabilidad,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
702099,M,"Servicios de asesoramiento, dirección y gestión empresarial n.c.p.",Servicios y asesoramiento de dirección y gestión empresarial,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
702010,M,"Servicios de gerenciamiento de empresas e instituciones de salud, servicios de auditoria y medicina legal, servicio de asesoramiento farmacéutico ",Servicios y asesoramiento de dirección y gestión empresarial,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
702091,M,"Servicios de asesoramiento, dirección y gestión empresarial realizados por integrantes de los órganos de administración y/o fiscalización en sociedades anónimas",Servicios y asesoramiento de dirección y gestión empresarial,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
702092,M,"Servicios de asesoramiento, dirección y gestión empresarial realizados por integrantes de cuerpos de dirección en sociedades excepto las anónimas",Servicios y asesoramiento de dirección y gestión empresarial,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
712000,M,"Ensayos y análisis técnicos (Incluye inspección técnica de vehículos, laboratorios de control de calidad, servicios de peritos calígrafos, servicios de bromatología)",Servicios de arquitectura e ingeniería,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
711001,M,"Servicios relacionados con la construcción (Incluye los servicios prestados por ingenieros, arquitectos y técnicos)",Servicios de arquitectura e ingeniería,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
711003,M,Servicios relacionados con la electrónica y las comunicaciones,Servicios de arquitectura e ingeniería,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
711002,M,Servicios geológicos y de prospección,Servicios de arquitectura e ingeniería,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
711009,M,Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico n.c.p.,Servicios de arquitectura e ingeniería,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
721020,M,Investigación  y desarrollo experimental en el campo de las ciencias médicas,Investigación y desarrollo científico,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
721030,M,Investigación  y desarrollo experimental en el campo de las ciencias agropecuarias,Investigación y desarrollo científico,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
721010,M,Investigación  y desarrollo experimental en el campo de la ingeniería y la tecnología,Investigación y desarrollo científico,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
722020,M,Investigación  y desarrollo experimental en el campo de las ciencias humanas,Investigación y desarrollo científico,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
721090,M,Investigación y desarrollo experimental en el campo de las ciencias exactas y naturales n.c.p.,Investigación y desarrollo científico,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
722010,M,Investigación  y desarrollo experimental en el campo de las ciencias sociales,Investigación y desarrollo científico,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
731001,M,Servicios de comercialización de tiempo y espacio publicitario,Servicios de publicidad e investigación de mercado,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
732000,M,"Estudio de mercado, realización de encuestas de opinión pública",Servicios de publicidad e investigación de mercado,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
731009,M,Servicios de publicidad n.c.p.,Servicios de publicidad e investigación de mercado,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
749002,M,Servicios de representación e intermediación de artistas y modelos,"Otras actividades profesionales, científicas y técnicas","SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
749003,M,Servicios de representación e intermediación de deportistas profesionales,"Otras actividades profesionales, científicas y técnicas","SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
749001,M,Servicios de traducción e interpretación,"Otras actividades profesionales, científicas y técnicas","SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
741000,M,"Servicios de diseño especializado (Incluye diseño de indumentaria, diseño gráfico, actividades de decoradores, etc.)","Otras actividades profesionales, científicas y técnicas","SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
742000,M,Servicios de fotografía,"Otras actividades profesionales, científicas y técnicas","SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
749009,M,"Actividades profesionales, científicas y técnicas n.c.p.","Otras actividades profesionales, científicas y técnicas","SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
750000,M,Servicios veterinarios,Servicios veterinarios,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
771210,N,"Alquiler de equipo de transporte para vía acuática, sin operarios ni tripulación",Alquiler y arrendamiento,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
773010,N,"Alquiler de maquinaria y equipo agropecuario y forestal, sin operarios",Alquiler y arrendamiento,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
773040,N,"Alquiler de maquinaria y equipo de oficina, incluso computadoras",Alquiler y arrendamiento,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
771190,N,"Alquiler de vehículos automotores n.c.p., sin conductor ni operarios (Incluye: camiones, remolques, etc.)",Alquiler y arrendamiento,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
773020,N,"Alquiler de maquinaria y equipo para la minería, sin operarios",Alquiler y arrendamiento,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
771220,N,"Alquiler de equipo de transporte para vía aérea, sin operarios ni tripulación",Alquiler y arrendamiento,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
772010,N,Alquiler de videos y video juegos (Incluye la actividad de los videoclubes),Alquiler y arrendamiento,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
772091,N,Alquiler de prendas de vestir,Alquiler y arrendamiento,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
772099,N,Alquiler de efectos personales y enseres domésticos n.c.p. (Incluye alquiler de artículos deportivos),Alquiler y arrendamiento,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
773090,N,"Alquiler de maquinaria y equipo n.c.p., sin personal",Alquiler y arrendamiento,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
771290,N,"Alquiler de equipo de transporte n.c.p. sin conductor ni operarios (Incluye: equipo ferroviario, motocicletas)",Alquiler y arrendamiento,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
773030,N,"Alquiler de maquinaria y equipo de construcción e ingeniería civil, sin operarios (Incluye el alquiler de andamios sin montaje ni desmantelamiento)",Alquiler y arrendamiento,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
774000,N,Arrendamiento y gestión de bienes intangibles no financieros,Alquiler y arrendamiento,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
771110,N,Alquiler de automóviles sin conductor,Alquiler y arrendamiento,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
780000,N,"Obtención y dotación de personal (Incluye las actividades vinculadas con la búsqueda, selección y colocación de personal, la actividad de casting de actores, etc.)",Servicios de obtención y dotación de personal,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
791909,N,Servicios complementarios de apoyo turístico n.c.p.,"Agencias de viajes, servicios de reservas y actividades conexas",ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
791901,N,Servicios de turismo aventura,"Agencias de viajes, servicios de reservas y actividades conexas",ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
791200,N,Servicios mayoristas de agencias de viajes,"Agencias de viajes, servicios de reservas y actividades conexas",ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
791100,N,Servicios minoristas de agencias de viajes,"Agencias de viajes, servicios de reservas y actividades conexas",ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
801090,N,Servicios de seguridad e investigación n.c.p.,Actividades de investigación y seguridad,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
801020,N,Servicios de sistemas de seguridad,Actividades de investigación y seguridad,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
801010,N,Servicios de transporte de caudales y objetos de valor,Actividades de investigación y seguridad,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
812090,N,Servicios de limpieza n.c.p.,Servicios a edificios y actividades de jardinería,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
812010,N,Servicios de limpieza general de edificios,Servicios a edificios y actividades de jardinería,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
812020,N,Servicios de desinfección y exterminio de plagas en el ámbito urbano,Servicios a edificios y actividades de jardinería,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
811000,N,Servicio combinado de apoyo a edificios,Servicios a edificios y actividades de jardinería,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
813000,N,Servicios de jardinería y mantenimiento de espacios verdes,Servicios a edificios y actividades de jardinería,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
829100,N,Servicios de agencias de cobro y calificación crediticia,Actividades administrativas y de apoyo a oficinas y empresas,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
822000,N,Servicios de call center,Actividades administrativas y de apoyo a oficinas y empresas,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
821900,N,"Servicios de fotocopiado, preparación de documentos y otros servicios de apoyo de oficina",Actividades administrativas y de apoyo a oficinas y empresas,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
829200,N,Servicios de envase y empaque,Actividades administrativas y de apoyo a oficinas y empresas,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
823000,N,"Servicios de organización de convenciones y exposiciones comerciales, excepto culturales y deportivos",Actividades administrativas y de apoyo a oficinas y empresas,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
821100,N,Servicios combinados de gestión administrativa de oficinas,Actividades administrativas y de apoyo a oficinas y empresas,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
829900,N,Servicios empresariales n.c.p.,Actividades administrativas y de apoyo a oficinas y empresas,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
841200,O,"Servicios para la regulación de las actividades sanitarias, educativas, culturales, y restantes servicios sociales, excepto seguridad social obligatoria (Incluye  la gestión administrativa de programas destinados a mejorar el bienestar de los ciudadanos) ","Administración pública, defensa y seguridad social","ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA"
843000,O,"Servicios de la seguridad social obligatoria, excepto obras sociales (Incluye PAMI y ANSES)","Administración pública, defensa y seguridad social","ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA"
841100,O,"Servicios generales de la Administración Pública (Incluye el desempeño de funciones ejecutivas y legislativas de administración por parte de las entidades de la administración central, regional y local, la administración y supervisión de asuntos fiscales, la aplicación del presupuesto y la gestión de los fondos públicos y la deuda pública, la gestión administrativa de servicios estadísticos y sociológicos y de planificación social y económica a distintos niveles de la administración)","Administración pública, defensa y seguridad social","ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA"
842400,O,Servicios de justicia,"Administración pública, defensa y seguridad social","ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA"
842200,O,Servicios de defensa,"Administración pública, defensa y seguridad social","ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA"
842300,O,Servicios para el orden público y la seguridad,"Administración pública, defensa y seguridad social","ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA"
842100,O,Servicios de asuntos exteriores,"Administración pública, defensa y seguridad social","ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA"
841900,O,"Servicios auxiliares para los servicios generales de la Administración Pública (Incluye las actividades de servicios generales y de personal, la administración, dirección y apoyo de servicios generales, compras y suministros, etc. )","Administración pública, defensa y seguridad social","ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA"
842500,O,Servicios de protección civil,"Administración pública, defensa y seguridad social","ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA"
841300,O,"Servicios para la regulación de la actividad económica (Incluye la administración pública y la regulación de varios sectores económicos, la gestión administrativa de actividades de carácter laboral, la aplicación de políticas de desarrollo regional)","Administración pública, defensa y seguridad social","ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA"
854920,P,Enseñanza de cursos relacionados con informática,Enseñanza,ENSEÑANZA
854910,P,Enseñanza de idiomas,Enseñanza,ENSEÑANZA
852100,P,Enseñanza secundaria de formación general,Enseñanza,ENSEÑANZA
854950,P,"Enseñanza de gimnasia, deportes y actividades físicas",Enseñanza,ENSEÑANZA
851010,P,Guarderías y jardines maternales,Enseñanza,ENSEÑANZA
854960,P,Enseñanza artística,Enseñanza,ENSEÑANZA
852200,P,Enseñanza secundaria de formación técnica y profesional,Enseñanza,ENSEÑANZA
854940,P,Enseñanza especial y para discapacitados,Enseñanza,ENSEÑANZA
854930,P,"Enseñanza para adultos, excepto discapacitados",Enseñanza,ENSEÑANZA
854990,P,"Servicios de enseñanza n.c.p. (Incluye instrucción impartida mediante programas de radio, televisión, correspondencia y otros medios de comunicación, escuelas de manejo, actividades de enseñanza a domicilio y/o particulares, etc.)",Enseñanza,ENSEÑANZA
853100,P,Enseñanza  terciaria,Enseñanza,ENSEÑANZA
853300,P,Formación de posgrado,Enseñanza,ENSEÑANZA
851020,P,"Enseñanza inicial, jardín de infantes y primaria",Enseñanza,ENSEÑANZA
855000,P,Servicios de apoyo a la educación,Enseñanza,ENSEÑANZA
853201,P,Enseñanza universitaria excepto formación de posgrado,Enseñanza,ENSEÑANZA
864000,Q,Servicios de emergencias y traslados,Servicios de salud humana,SALUD HUMANA Y SERVICIOS SOCIALES
863110,Q,"Servicios de prácticas de diagnóstico en laboratorios (Incluye análisis clínicos, bioquímica, anatomía patológica, laboratorio hematológico, etc.)",Servicios de salud humana,SALUD HUMANA Y SERVICIOS SOCIALES
861010,Q,Servicios de internación excepto instituciones relacionadas con la salud mental,Servicios de salud humana,SALUD HUMANA Y SERVICIOS SOCIALES
863120,Q,"Servicios de prácticas de diagnóstico por imágenes (Incluye radiología, ecografía, resonancia magnética, etc.)",Servicios de salud humana,SALUD HUMANA Y SERVICIOS SOCIALES
863200,Q,"Servicios de tratamiento (Incluye hemodiálisis, cobaltoterapia, etc) ",Servicios de salud humana,SALUD HUMANA Y SERVICIOS SOCIALES
862110,Q,"Servicios de  consulta médica (Incluye las actividades de establecimientos sin internación o cuyos servicios se desarrollen en unidades independientes a las de internación: consultorios médicos, servicios de medicina laboral)",Servicios de salud humana,SALUD HUMANA Y SERVICIOS SOCIALES
869090,Q,"Servicios relacionados con la salud humana n.c.p. (Incluye servicios de psicólogos, fonoaudiólogos, servicios de enfermería, terapia ocupacional, bancos de sangre, de semen,etc.)",Servicios de salud humana,SALUD HUMANA Y SERVICIOS SOCIALES
869010,Q,"Servicios de rehabilitación física (Incluye actividades de profesionales excepto médicos: kinesiólogos, fisiatras, etc.)",Servicios de salud humana,SALUD HUMANA Y SERVICIOS SOCIALES
862200,Q,Servicios odontológicos,Servicios de salud humana,SALUD HUMANA Y SERVICIOS SOCIALES
863190,Q,Servicios de prácticas de diagnóstico n.c.p.,Servicios de salud humana,SALUD HUMANA Y SERVICIOS SOCIALES
862130,Q,"Servicios de atención médica en dispensarios, salitas, vacunatorios y otros locales de atención primaria de la salud",Servicios de salud humana,SALUD HUMANA Y SERVICIOS SOCIALES
