clae6,letra,clae6_desc,clae2_desc,letra_desc
309900,C,Fabricación de equipo de transporte n.c.p.,Fabricación de otros equipos de transporte,INDUSTRIA MANUFACTURERA
301200,C,Construcción y reparación de embarcaciones de recreo y deporte,Fabricación de otros equipos de transporte,INDUSTRIA MANUFACTURERA
309200,C,Fabricación de bicicletas y de sillones de ruedas ortopédicos,Fabricación de otros equipos de transporte,INDUSTRIA MANUFACTURERA
309100,C,Fabricación de motocicletas,Fabricación de otros equipos de transporte,INDUSTRIA MANUFACTURERA
301100,C,Construcción y reparación de buques (Incluye construcción de estructuras flotantes),Fabricación de otros equipos de transporte,INDUSTRIA MANUFACTURERA
302000,C,Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario,Fabricación de otros equipos de transporte,INDUSTRIA MANUFACTURERA
303000,C,Fabricación y reparación de aeronaves,Fabricación de otros equipos de transporte,INDUSTRIA MANUFACTURERA
310020,C,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.)",Fabricación de muebles,INDUSTRIA MANUFACTURERA
310010,C,"Fabricación de muebles y partes de muebles, principalmente de madera",Fabricación de muebles,INDUSTRIA MANUFACTURERA
310030,C,Fabricación de somieres y colchones,Fabricación de muebles,INDUSTRIA MANUFACTURERA
321020,C,Fabricación de bijouterie (Incluye la fabricación de joyas de fantasía y accesorios similares),Otras industrias manufactureras,INDUSTRIA MANUFACTURERA
329010,C,"Fabricación de lápices, lapiceras,  bolígrafos, sellos y artículos similares para oficinas y artistas",Otras industrias manufactureras,INDUSTRIA MANUFACTURERA
329090,C,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",Otras industrias manufactureras,INDUSTRIA MANUFACTURERA
329040,C,"Fabricación de equipo de protección y seguridad, excepto calzado",Otras industrias manufactureras,INDUSTRIA MANUFACTURERA
321011,C,Fabricación de joyas finas y artículos conexos,Otras industrias manufactureras,INDUSTRIA MANUFACTURERA
321012,C,Fabricación de objetos de platería,Otras industrias manufactureras,INDUSTRIA MANUFACTURERA
322001,C,Fabricación de instrumentos de música,Otras industrias manufactureras,INDUSTRIA MANUFACTURERA
324000,C,Fabricación de juegos y juguetes,Otras industrias manufactureras,INDUSTRIA MANUFACTURERA
329020,C,"Fabricación de escobas, cepillos y pinceles ",Otras industrias manufactureras,INDUSTRIA MANUFACTURERA
329030,C,"Fabricación de carteles, señales e indicadores  -eléctricos o no-",Otras industrias manufactureras,INDUSTRIA MANUFACTURERA
323001,C,"Fabricación de artículos de deporte (Incluye equipos de deporte para gimnasia y campos de juegos, equipos de pesca y camping, etc., excepto indumentaria deportiva: 141040)",Otras industrias manufactureras,INDUSTRIA MANUFACTURERA
331400,C,Reparación y mantenimiento de maquinaria y aparatos eléctricos,Reparación e instalación de maquinaria y equipo,INDUSTRIA MANUFACTURERA
331301,C,"Reparación y mantenimiento de instrumentos médicos, ópticos y de precisión, equipo fotográfico, aparatos para medir, ensayar o navegar, relojes, excepto para uso personal o doméstico",Reparación e instalación de maquinaria y equipo,INDUSTRIA MANUFACTURERA
331900,C,Reparación y mantenimiento de máquinas y equipo n.c.p.,Reparación e instalación de maquinaria y equipo,INDUSTRIA MANUFACTURERA
331290,C,Reparación y mantenimiento de maquinaria de uso especial n.c.p.,Reparación e instalación de maquinaria y equipo,INDUSTRIA MANUFACTURERA
331210,C,Reparación y mantenimiento de maquinaria de uso general,Reparación e instalación de maquinaria y equipo,INDUSTRIA MANUFACTURERA
331101,C,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo",Reparación e instalación de maquinaria y equipo,INDUSTRIA MANUFACTURERA
331220,C,Reparación y mantenimiento de maquinaria y equipo de uso agropecuario y forestal,Reparación e instalación de maquinaria y equipo,INDUSTRIA MANUFACTURERA
332000,C,Instalación de maquinaria y equipos industriales,Reparación e instalación de maquinaria y equipo,INDUSTRIA MANUFACTURERA
351310,D,Comercio mayorista de energía eléctrica,"Suministro de electricidad, gas, vapor y aire acondicionado","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351110,D,"Generación de energía térmica convencional (Incluye la producción de energía eléctrica mediante máquinas turbo-gas, turbo vapor, ciclo combinado y turbo diesel)","Suministro de electricidad, gas, vapor y aire acondicionado","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351130,D,Generación de energía hidráulica (Incluye la producción de energía eléctrica mediante centrales de bombeo),"Suministro de electricidad, gas, vapor y aire acondicionado","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
352010,D,Fabricación de gas y procesamiento de gas natural,"Suministro de electricidad, gas, vapor y aire acondicionado","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351201,D,Transporte de energía eléctrica,"Suministro de electricidad, gas, vapor y aire acondicionado","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351190,D,"Generación de energía n.c.p. (Incluye la producción de energía eléctrica mediante fuentes de energía solar, biomasa, eólica, geotérmica, mareomotriz, etc.)","Suministro de electricidad, gas, vapor y aire acondicionado","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351320,D,Distribución de energía eléctrica,"Suministro de electricidad, gas, vapor y aire acondicionado","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
353001,D,Suministro de vapor y aire acondicionado,"Suministro de electricidad, gas, vapor y aire acondicionado","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351120,D,Generación de energía térmica nuclear (Incluye la producción de energía eléctrica mediante combustible nuclear),"Suministro de electricidad, gas, vapor y aire acondicionado","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
352020,D,Distribución de combustibles gaseosos por tuberías (No incluye el transporte por gasoductos),"Suministro de electricidad, gas, vapor y aire acondicionado","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
360020,E,"Captación, depuración y distribución de agua de fuentes superficiales","Captación, tratamiento y distribución de agua",SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
360010,E,"Captación, depuración y distribución de agua de fuentes subterráneas","Captación, tratamiento y distribución de agua",SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
370000,E,"Servicios de depuración de aguas residuales, alcantarillado y cloacas",Evacuación de aguas residuales,SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
381200,E,"Recolección, transporte, tratamiento y disposición final de residuos peligrosos","Recogida, tratamiento y eliminación de desechos; recuperación de materiales",SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
381100,E,"Recolección, transporte, tratamiento y disposición final de residuos no peligrosos","Recogida, tratamiento y eliminación de desechos; recuperación de materiales",SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
382020,E,Recuperación de materiales y desechos no metálicos,"Recogida, tratamiento y eliminación de desechos; recuperación de materiales",SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
382010,E,Recuperación de materiales y desechos metálicos,"Recogida, tratamiento y eliminación de desechos; recuperación de materiales",SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
390000,E,Descontaminación y otros servicios de gestión de residuos,Descontaminación y otros servicios,SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
410021,F,"Construcción, reforma y reparación de edificios no residenciales (Incluye construcción, reforma y reparación de restaurantes, bares, campamentos, bancos, oficinas, galerías comerciales, estaciones de servicio, edificios para tráfico y comunicaciones, garajes, edificios industriales y depósitos, escuelas, etc.)",Construcción de edificios y partes,CONSTRUCCIÓN
410011,F,"Construcción, reforma y reparación de edificios residenciales (Incluye la construcción, reforma y reparación  de viviendas unifamiliares y multifamiliares, bungaloes, cabañas, casas de campo, departamentos, albergues para ancianos, niños, estudiantes, etc.)",Construcción de edificios y partes,CONSTRUCCIÓN
421000,F,"Construcción, reforma y reparación de obras de infraestructura para el transporte (Incluye la construcción, reforma y reparación de calles, autopistas, carreteras, puentes, túneles, vías férreas y pistas de aterrizaje, la señalización mediante pintura, etc.)",Obras de ingeniería civil,CONSTRUCCIÓN
429010,F,"Construcción, reforma y reparación de obras hidráulicas (Incluye obras fluviales y canales, acueductos, diques, etc.)",Obras de ingeniería civil,CONSTRUCCIÓN
422100,F,Perforación de pozos de agua,Obras de ingeniería civil,CONSTRUCCIÓN
422200,F,"Construcción, reforma y reparación de redes distribución de electricidad, gas, agua, telecomunicaciones y de otros servicios públicos",Obras de ingeniería civil,CONSTRUCCIÓN
429090,F,"Construcción de obras de ingeniería civil n.c.p. (Incluye los trabajos generales de construcción para la minería y la industria,  de centrales eléctricas y nucleares, excavaciones de sepulturas, etc.)",Obras de ingeniería civil,CONSTRUCCIÓN
432110,F,"Instalación de sistemas de iluminación, control y señalización eléctrica para el transporte ",Actividades especializadas de construcción,CONSTRUCCIÓN
433010,F,"Instalaciones de carpintería, herrería de obra y artística (Incluye instalación de puertas y ventanas, carpintería metálica y no metálica, etc.)",Actividades especializadas de construcción,CONSTRUCCIÓN
433090,F,"Terminación de edificios n.c.p. (Incluye trabajos de ornamentación, limpieza exterior de edificios recién construídos, etc.)",Actividades especializadas de construcción,CONSTRUCCIÓN
439990,F,"Actividades especializadas de construcción n.c.p. (Incluye el alquiler, montaje y desmantelamiento de andamios,  la construcción de chimeneas y hornos industriales, el acorazamiento de cajas fuertes y cámaras frigoríficas, el armado e instalación de compuertas para diques, etc.)",Actividades especializadas de construcción,CONSTRUCCIÓN
431220,F,"Perforación y sondeo, excepto perforación de pozos de petróleo, de gas, de minas e hidráulicos  y prospección de yacimientos de petróleo (Incluye los trabajos de perforación, sondeo y muestreo con fines de construcción o para estudios geofísicos, geológicos u otros similares, las perforaciones horizontales para el paso de cables o cañerías de drenaje, etc.), (No incluye los servicios de perforación relacionados con la extracción de petróleo y gas, activ.091000, ni la perforación de pozos hidráulicos, activ.422100)",Actividades especializadas de construcción,CONSTRUCCIÓN
432200,F,"Instalaciones de gas, agua, sanitarios y de climatización, con sus artefactos conexos (Incluye la instalación de compactadores, calderas, sistemas de calefacción central, etc.)",Actividades especializadas de construcción,CONSTRUCCIÓN
432190,F,"Instalación, ejecución y mantenimiento de instalaciones eléctricas, electromecánicas y electrónicas n.c.p. (Incluye la instalación de antenas, pararrayos, sistemas de alarmas contra incendios y robos, sistemas de telecomunicación, etc.)",Actividades especializadas de construcción,CONSTRUCCIÓN
433020,F,"Terminación y revestimiento de paredes y pisos (Incluye yesería, salpicré, el pulido de pisos y la colocación de revestimientos de cerámicas, de piedra tallada, de suelos flexibles, parqué, baldosas, empapelados, etc.)",Actividades especializadas de construcción,CONSTRUCCIÓN
431210,F,"Movimiento de suelos y preparación de terrenos para obras (Incluye el drenaje, excavación de zanjas para construcciones diversas, el despeje de capas superficiales no contaminadas, movimientos de tierras para hacer terraplenes o desmontes previos a la construcción de vías, carreteras, autopistas, FFCC, etc.)",Actividades especializadas de construcción,CONSTRUCCIÓN
431100,F,"Demolición y voladura de edificios y de sus partes (Incluye los trabajos de limpieza de escombros asociada a la demolición, los derribos y demolición de edificios y obras de ingeniería civil,.los trabajos de voladura y remoción de rocas) ",Actividades especializadas de construcción,CONSTRUCCIÓN
439100,F,Alquiler de equipo de construcción o demolición dotado de operarios,Actividades especializadas de construcción,CONSTRUCCIÓN
432910,F,"Instalaciones de ascensores, montacargas y  escaleras mecánicas",Actividades especializadas de construcción,CONSTRUCCIÓN
439910,F,"Hincado de pilotes, cimentación y otros trabajos de hormigón armado",Actividades especializadas de construcción,CONSTRUCCIÓN
433040,F,Pintura y trabajos de decoración,Actividades especializadas de construcción,CONSTRUCCIÓN
432920,F,"Aislamiento térmico, acústico, hídrico y antivibratorio",Actividades especializadas de construcción,CONSTRUCCIÓN
432990,F,Instalaciones para edificios y obras de ingeniería civil n.c.p. (Incluye instalación de puertas automáticas o giratorias),Actividades especializadas de construcción,CONSTRUCCIÓN
433030,F,"Colocación de cristales en obra (Incluye la instalación y revestimiento de vidrio, espejos y otros artículos de vidrio, etc.)",Actividades especializadas de construcción,CONSTRUCCIÓN
452210,G,Reparación de cámaras y cubiertas (Incluye reparación de llantas),Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
454010,G,"Venta de motocicletas y de sus partes, piezas y accesorios",Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
452401,G,"Reparaciones eléctricas del tablero e instrumental, reparación y recarga de baterías, instalación de alarmas, radios, sistemas de climatización",Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
451190,G,"Venta de vehículos automotores nuevos n.c.p. (Incluye casas rodantes, trailers, camiones, remolques, ambulancias, ómnibus, microbuses y similares, cabezas tractoras, etc.)",Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
454020,G,Mantenimiento y reparación de motocicletas,Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
453292,G,"Venta al por menor de partes, piezas y accesorios usados n.c.p.",Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
451290,G,"Venta de vehículos automotores usados n.c.p. (Incluye, casas rodantes, trailers, camiones, remolques, ambulancias, ómnibus, microbuses y similares, cabezas tractoras, etc.)",Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
452800,G,Mantenimiento y reparación de frenos y embragues,Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
452910,G,Instalación y reparación de equipos de GNC,Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
452990,G,"Mantenimiento y reparación del motor n.c.p., mecánica integral (Incluye auxilio y servicios de grúa para automotores) ",Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
451210,G,"Venta de autos, camionetas y utilitarios, usados (Incluye taxis, jeeps, 4x4 y vehículos similares)",Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
451110,G,"Venta de autos, camionetas y utilitarios nuevos (Incluye taxis, jeeps, 4x4 y vehículos similares)",Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
452101,G,Lavado automático y manual de vehículos automotores,Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
452220,G,"Reparación de amortiguadores,  alineación de dirección y balanceo de ruedas ",Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
452600,G,"Reparación y pintura de carrocerías, colocación y reparación de guardabarros y protecciones exteriores",Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
452300,G,"Instalación y reparación de parabrisas, lunetas y ventanillas, cerraduras no eléctricas y grabado de cristales (Incluye instalación y reparación de aletas, burletes y colisas)",Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
452700,G,Instalación y reparación de caños de escape y radiadores,Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
453291,G,"Venta al por menor de partes, piezas y accesorios nuevos n.c.p.",Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
453100,G,"Venta al por mayor de partes, piezas y accesorios de vehículos automotores",Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
452500,G,Tapizado y retapizado de automotores,Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
453210,G,Venta al por menor de cámaras y cubiertas,Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
453220,G,Venta al por menor de baterías,Comercio al por mayor y al por menor y reparación de vehículos automotores y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464940,G,"Venta al por mayor de bicicletas y rodados similares (Incluye cochecitos y sillas de paseo para bebés, andadores, triciclos, etc.)",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464420,G,"Venta al por mayor de artículos de relojería, joyería y fantasías",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
469090,G,Venta al por mayor de mercancías n.c.p.,Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
463111,G,Venta al por mayor de productos lácteos,Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464920,G,Venta al por mayor de materiales y productos de limpieza,Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464129,G,"Venta al por mayor de prendas y accesorios de vestir n.c.p., excepto uniformes y ropa de trabajo",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
461022,G,Venta al por mayor en comisión o consignación de ganado en pie excepto bovino,Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
461021,G,Venta al por mayor en comisión o consignación de ganado bovino en pie (Incluye consignatarios de hacienda y ferieros),Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466939,G,"Venta al por mayor de productos intermedios, desperdicios y desechos de vidrio, caucho, goma y químicos n.c.p.",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
462132,G,"Acopio y acondicionamiento de cereales y semillas, excepto de algodón y semillas y granos para forrajes",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
461013,G,Venta al por mayor en comisión o consignación de frutas (Incluye acopiadores y receptoras),Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
463151,G,"Venta al por mayor de pan, productos de confitería y pastas frescas",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465350,G,"Venta al por mayor de máquinas, equipos e implementos de uso médico y paramédico (Incluye venta de equipos de diagnóstico y tratamiento, camillas, cajas de cirugía, jeringas y otros implementos de material descartable, etc.)",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464310,G,"Venta al por mayor de productos farmacéuticos (Incluye venta de medicamentos y kits de diagnóstico como test de embarazo, hemoglucotest, vacunas, etc.)",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
462201,G,"Venta al por mayor de lanas, cueros en bruto y productos afines",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464119,G,Venta al por mayor de productos textiles n.c.p.,Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466360,G,"Venta al por mayor de artículos para plomería, instalación de gas y calefacción",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465400,G,Venta al por mayor de máquinas - herramienta de uso general,Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
461040,G,Venta al por mayor en comisión o consignación de combustibles (No incluye electricidad),Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464620,G,Venta al por mayor de artículos de iluminación,Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465990,G,"Venta al por mayor de máquinas, equipo y materiales conexos n.c.p.",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465920,G,"Venta al por mayor de maquinaria y equipo de oficina, excepto equipo informático",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464121,G,Venta al por mayor de prendas de vestir de cuero,Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466320,G,"Venta al por mayor de productos de madera excepto muebles (Incluye placas, varillas, parqué, machimbre, etc.)",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
461019,G,Venta al por mayor en comisión o consignación de productos agrícolas n.c.p.,Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465500,G,"Venta  al  por  mayor  de  vehículos,  equipos  y  máquinas  para  el transporte ferroviario, aéreo y de navegación",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464221,G,Venta al por mayor de papel y productos de papel y cartón excepto envases,Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
461099,G,Venta al por mayor en comisión o consignación de  mercaderías n.c.p.,Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465330,G,"Venta al por mayor de máquinas, equipos e implementos de uso en la fabricación de textiles, prendas y accesorios de vestir, calzado, artículos de cuero y marroquinería (Incluye venta de máquinas de coser, de cortar tejidos, de tejer, extender telas, robots de corte y otros equipos para la industria textil y confeccionista, etc.)",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464149,G,"Venta al por mayor de artículos de marroquinería,  paraguas y productos similares n.c.p.",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464502,G,"Venta al por mayor de equipos de audio, video y televisión",Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
469010,G,Venta al por mayor de insumos agropecuarios diversos,Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
461029,G,Venta al por mayor en comisión o consignación de productos pecuarios n.c.p.,Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464223,G,Venta al por mayor de artículos de librería y papelería,Comercio al por mayor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
