Cueanexo,provincia,Departamento,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET,SNU,SNU - INET
100055400,CATAMARCA,BELEN,0,0,1,0,0,0,0
100055500,CATAMARCA,BELEN,0,0,1,0,0,0,0
100055700,CATAMARCA,BELEN,0,0,0,1,0,0,0
100055800,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100056000,CATAMARCA,POMAN,0,0,1,0,0,0,0
100056100,CATAMARCA,ANDALGALA,0,0,0,0,0,0,0
100056300,CATAMARCA,CAPITAL,0,0,1,0,0,0,0
100056800,CATAMARCA,SANTA MARIA,0,0,1,0,0,0,0
100056900,CATAMARCA,SANTA MARIA,0,0,1,0,0,0,0
100057000,CATAMARCA,SANTA MARIA,0,0,1,0,0,0,0
100057200,CATAMARCA,SANTA MARIA,0,0,1,0,0,0,0
100057400,CATAMARCA,POMAN,0,0,1,0,0,0,0
100057500,CATAMARCA,POMAN,0,0,1,0,0,0,0
100057600,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100057700,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100057800,CATAMARCA,EL ALTO,0,0,1,0,0,0,0
100057900,CATAMARCA,EL ALTO,0,0,1,0,0,0,0
100058000,CATAMARCA,EL ALTO,0,0,1,0,0,0,0
100058200,CATAMARCA,EL ALTO,0,0,1,0,0,0,0
100058400,CATAMARCA,EL ALTO,0,0,1,0,0,0,0
100058500,CATAMARCA,EL ALTO,0,0,1,0,0,0,0
100058600,CATAMARCA,LA PAZ,0,0,1,0,0,0,0
100058700,CATAMARCA,LA PAZ,0,0,1,0,0,0,0
100058800,CATAMARCA,LA PAZ,0,0,1,0,0,0,0
100058900,CATAMARCA,LA PAZ,0,0,1,0,0,0,0
100059000,CATAMARCA,LA PAZ,0,0,1,0,0,0,0
100059100,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100059200,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100059400,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100059600,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100059700,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100059800,CATAMARCA,VALLE VIEJO,0,0,1,0,0,0,0
100059900,CATAMARCA,VALLE VIEJO,0,0,1,0,0,0,0
100060200,CATAMARCA,VALLE VIEJO,0,0,1,0,0,0,0
100060300,CATAMARCA,VALLE VIEJO,0,0,0,0,0,0,0
100060400,CATAMARCA,VALLE VIEJO,0,1,1,1,0,0,0
100060500,CATAMARCA,BELEN,0,0,0,0,0,0,0
100060700,CATAMARCA,CAPITAL,0,1,1,1,0,0,0
100061000,CATAMARCA,CAPITAL,0,1,1,0,0,0,0
100061100,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100061200,CATAMARCA,CAPITAL,0,1,1,0,0,0,0
100061300,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100061400,CATAMARCA,CAPITAL,0,0,0,0,0,1,0
100061600,CATAMARCA,SANTA ROSA,0,0,1,0,0,0,0
100061700,CATAMARCA,SANTA ROSA,0,0,1,0,0,0,0
100061800,CATAMARCA,SANTA ROSA,0,0,0,1,1,0,0
100061900,CATAMARCA,SANTA MARIA,0,0,1,0,0,0,0
100062100,CATAMARCA,VALLE VIEJO,0,0,1,0,0,0,0
100062200,CATAMARCA,VALLE VIEJO,0,0,1,0,0,0,0
100062300,CATAMARCA,BELEN,0,0,1,0,0,0,0
100062500,CATAMARCA,CAPAYAN,0,0,0,1,0,0,0
100062502,CATAMARCA,CAPAYAN,0,0,0,1,0,0,0
100062504,CATAMARCA,CAPAYAN,0,0,0,1,0,0,0
100062600,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100062700,CATAMARCA,POMAN,0,0,0,0,0,1,0
100062800,CATAMARCA,ANDALGALA,0,0,0,1,1,0,0
100062900,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100063000,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100063100,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100063200,CATAMARCA,CAPITAL,0,0,1,0,0,0,0
100063300,CATAMARCA,CAPITAL,0,0,1,0,0,0,0
100063400,CATAMARCA,CAPITAL,0,0,0,0,0,1,0
100063800,CATAMARCA,SANTA MARIA,0,0,1,0,0,0,0
100063900,CATAMARCA,SANTA MARIA,0,0,1,0,0,0,0
100064000,CATAMARCA,SANTA MARIA,0,0,0,1,1,0,0
100064200,CATAMARCA,POMAN,0,1,1,1,0,0,0
100064300,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100064400,CATAMARCA,EL ALTO,0,0,1,0,0,0,0
100064500,CATAMARCA,EL ALTO,0,0,0,1,0,0,0
100064600,CATAMARCA,LA PAZ,0,0,1,0,0,0,0
100064700,CATAMARCA,VALLE VIEJO,0,0,1,0,0,0,0
100064800,CATAMARCA,VALLE VIEJO,0,0,1,0,0,0,0
100064900,CATAMARCA,VALLE VIEJO,0,0,0,1,0,0,0
100064901,CATAMARCA,VALLE VIEJO,0,0,0,1,0,0,0
100065000,CATAMARCA,VALLE VIEJO,0,0,1,0,0,0,0
100065100,CATAMARCA,VALLE VIEJO,0,0,1,0,0,0,0
100065200,CATAMARCA,VALLE VIEJO,0,0,0,1,0,0,0
100065201,CATAMARCA,VALLE VIEJO,0,0,0,1,0,0,0
100065202,CATAMARCA,VALLE VIEJO,0,0,0,1,0,0,0
100065400,CATAMARCA,ANCASTI,0,0,1,0,0,0,0
100065500,CATAMARCA,ANCASTI,0,0,1,0,0,0,0
100065600,CATAMARCA,ANCASTI,0,0,1,0,0,0,0
100065700,CATAMARCA,SANTA MARIA,0,0,1,0,0,0,0
100065800,CATAMARCA,CAPAYAN,0,0,0,1,0,0,0
100066000,CATAMARCA,POMAN,0,0,0,1,0,0,0
100066001,CATAMARCA,POMAN,0,0,0,1,0,0,0
100066100,CATAMARCA,ANDALGALA,0,0,1,0,0,0,0
100066300,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100066400,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100066500,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100066800,CATAMARCA,SANTA MARIA,0,0,0,0,0,0,0
100067000,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100067100,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100067200,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100067300,CATAMARCA,CAPAYAN,0,0,0,1,0,0,0
100067400,CATAMARCA,EL ALTO,0,0,1,0,0,0,0
100067500,CATAMARCA,LA PAZ,0,0,1,0,0,0,0
100067600,CATAMARCA,LA PAZ,0,0,1,0,0,0,0
100067700,CATAMARCA,LA PAZ,0,0,1,0,0,0,0
100067800,CATAMARCA,LA PAZ,0,0,1,0,0,0,0
100067900,CATAMARCA,ANDALGALA,0,0,1,0,0,0,0
100068000,CATAMARCA,CAPAYAN,0,0,1,0,0,0,0
100068200,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068201,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068202,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068300,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068301,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068302,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068303,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068304,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068400,CATAMARCA,VALLE VIEJO,0,1,0,0,0,0,0
100068401,CATAMARCA,VALLE VIEJO,0,1,0,0,0,0,0
100068402,CATAMARCA,VALLE VIEJO,0,1,0,0,0,0,0
100068403,CATAMARCA,VALLE VIEJO,0,1,0,0,0,0,0
100068404,CATAMARCA,VALLE VIEJO,0,1,0,0,0,0,0
100068405,CATAMARCA,ANCASTI,0,1,0,0,0,0,0
100068406,CATAMARCA,ANCASTI,0,1,0,0,0,0,0
100068500,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100068501,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100068502,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100068515,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100068600,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068601,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068602,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068604,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068606,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068700,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068701,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068702,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068706,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068707,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068800,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068801,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100068900,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100068901,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100068902,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100068903,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100068904,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100068905,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100068906,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100068907,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100069000,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100069002,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100069003,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100069004,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100069100,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100069101,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100069102,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100069103,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100069104,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100069105,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100069106,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100069107,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100069108,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100069109,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100069110,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100069200,CATAMARCA,BELEN,0,1,0,0,0,0,0
100069201,CATAMARCA,BELEN,0,1,0,0,0,0,0
100069202,CATAMARCA,BELEN,0,1,0,0,0,0,0
100069203,CATAMARCA,BELEN,0,1,0,0,0,0,0
100069204,CATAMARCA,BELEN,0,1,0,0,0,0,0
100069205,CATAMARCA,BELEN,0,1,0,0,0,0,0
100069206,CATAMARCA,BELEN,0,1,0,0,0,0,0
100069208,CATAMARCA,BELEN,0,1,0,0,0,0,0
100069209,CATAMARCA,BELEN,0,1,0,0,0,0,0
100069210,CATAMARCA,BELEN,0,1,0,0,0,0,0
100069224,CATAMARCA,BELEN,0,1,0,0,0,0,0
100069300,CATAMARCA,CAPITAL,0,0,1,0,0,0,0
100069400,CATAMARCA,CAPITAL,0,0,1,0,0,0,0
100069500,CATAMARCA,CAPITAL,0,0,1,0,0,0,0
100069600,CATAMARCA,CAPITAL,0,0,1,0,0,0,0
100069700,CATAMARCA,ANDALGALA,0,0,1,0,0,0,0
100069800,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100069900,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100070100,CATAMARCA,SANTA ROSA,0,0,0,0,0,0,0
100070200,CATAMARCA,SANTA ROSA,0,0,0,0,0,0,0
100070300,CATAMARCA,TINOGASTA,0,0,0,0,0,0,0
100070500,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100070600,CATAMARCA,POMAN,0,0,1,0,0,0,0
100070700,CATAMARCA,TINOGASTA,0,0,1,0,0,0,0
100070800,CATAMARCA,POMAN,0,0,0,0,0,0,0
100070900,CATAMARCA,CAPAYAN,0,0,0,0,0,0,0
100071100,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100071200,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100071300,CATAMARCA,SANTA MARIA,0,0,0,0,0,0,0
100071400,CATAMARCA,TINOGASTA,0,0,0,0,0,0,0
100072100,CATAMARCA,CAPITAL,0,0,0,0,0,1,0
100072200,CATAMARCA,SANTA MARIA,0,1,1,1,0,0,0
100072300,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100072301,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100072302,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100072303,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100072400,CATAMARCA,VALLE VIEJO,0,1,0,0,0,0,0
100072401,CATAMARCA,VALLE VIEJO,0,1,0,0,0,0,0
100072402,CATAMARCA,VALLE VIEJO,0,1,0,0,0,0,0
100072404,CATAMARCA,VALLE VIEJO,0,1,0,0,0,0,0
100072405,CATAMARCA,VALLE VIEJO,0,1,0,0,0,0,0
100072406,CATAMARCA,VALLE VIEJO,0,1,0,0,0,0,0
100072408,CATAMARCA,VALLE VIEJO,0,1,0,0,0,0,0
100072500,CATAMARCA,FRAY MAMERTO ESQUIU,0,1,0,0,0,0,0
100072501,CATAMARCA,FRAY MAMERTO ESQUIU,0,1,0,0,0,0,0
100072502,CATAMARCA,FRAY MAMERTO ESQUIU,0,1,0,0,0,0,0
100072503,CATAMARCA,FRAY MAMERTO ESQUIU,0,1,0,0,0,0,0
100072600,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100072601,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100072602,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100072603,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100072604,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100072605,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100072606,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100072607,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100072608,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100072700,CATAMARCA,POMAN,0,1,0,0,0,0,0
100072701,CATAMARCA,POMAN,0,1,0,0,0,0,0
100072702,CATAMARCA,POMAN,0,1,0,0,0,0,0
100072703,CATAMARCA,POMAN,0,1,0,0,0,0,0
100072704,CATAMARCA,POMAN,0,1,0,0,0,0,0
100072800,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100072801,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100072802,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100072803,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100072804,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100072805,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100072806,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100072807,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100072808,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100072809,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100072810,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100072811,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100072812,CATAMARCA,SANTA MARIA,0,1,0,0,0,0,0
100072900,CATAMARCA,SANTA ROSA,0,1,0,0,0,0,0
100072901,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100072902,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100072903,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100072904,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100072905,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100072906,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100072907,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100072908,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100072909,CATAMARCA,SANTA ROSA,0,1,0,0,0,0,0
100072910,CATAMARCA,SANTA ROSA,0,1,0,0,0,0,0
100072911,CATAMARCA,SANTA ROSA,0,1,0,0,0,0,0
100072912,CATAMARCA,SANTA ROSA,0,1,0,0,0,0,0
100072913,CATAMARCA,SANTA ROSA,0,1,0,0,0,0,0
100072914,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100072916,CATAMARCA,SANTA ROSA,0,1,0,0,0,0,0
100073000,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100073001,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100073002,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100073003,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100073004,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100073005,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100073006,CATAMARCA,LA PAZ,0,0,0,1,0,0,0
100073100,CATAMARCA,SANTA MARIA,0,0,0,0,0,1,0
100073101,CATAMARCA,SANTA MARIA,0,0,0,0,0,1,0
100073200,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100073300,CATAMARCA,CAPITAL,0,0,0,0,0,1,0
100073400,CATAMARCA,VALLE VIEJO,0,0,0,1,0,0,0
100073401,CATAMARCA,CAPAYAN,0,0,0,1,0,0,0
100073500,CATAMARCA,VALLE VIEJO,0,0,0,0,0,1,0
100073600,CATAMARCA,ANDALGALA,0,0,0,1,0,0,0
100073700,CATAMARCA,TINOGASTA,0,0,1,0,0,0,0
100073900,CATAMARCA,VALLE VIEJO,0,0,0,0,0,0,0
100074000,CATAMARCA,TINOGASTA,0,0,0,0,0,0,0
100074100,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100074200,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100074300,CATAMARCA,FRAY MAMERTO ESQUIU,0,0,0,1,0,0,0
100074400,CATAMARCA,FRAY MAMERTO ESQUIU,0,0,0,0,0,1,0
100074402,CATAMARCA,PACLIN,0,0,0,0,0,1,0
100074500,CATAMARCA,SANTA MARIA,0,0,1,0,0,0,0
100074800,CATAMARCA,LA PAZ,0,0,1,0,0,0,0
100075400,CATAMARCA,CAPAYAN,0,0,0,0,0,0,0
100075500,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100075600,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100075700,CATAMARCA,FRAY MAMERTO ESQUIU,0,0,0,0,0,0,0
100075800,CATAMARCA,FRAY MAMERTO ESQUIU,0,0,0,0,0,0,0
100075900,CATAMARCA,ANDALGALA,0,0,0,0,0,0,0
100076000,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100076100,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100076200,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100076400,CATAMARCA,FRAY MAMERTO ESQUIU,0,0,0,0,0,0,0
100076500,CATAMARCA,SANTA MARIA,0,0,0,0,0,0,0
100076600,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100076700,CATAMARCA,BELEN,0,0,0,0,0,1,0
100076900,CATAMARCA,CAPITAL,0,0,1,0,0,0,0
100077000,CATAMARCA,ANDALGALA,0,1,1,1,0,0,0
100077100,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100077200,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100077300,CATAMARCA,CAPITAL,0,0,1,0,0,0,0
100077400,CATAMARCA,CAPITAL,0,0,1,0,0,0,0
100078700,CATAMARCA,BELEN,0,0,1,0,0,0,0
100078800,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100078801,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100078802,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100078803,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100078804,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100078805,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100078806,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100078900,CATAMARCA,BELEN,0,1,0,0,0,0,0
100078901,CATAMARCA,BELEN,0,1,0,0,0,0,0
100078902,CATAMARCA,BELEN,0,1,0,0,0,0,0
100078903,CATAMARCA,BELEN,0,1,0,0,0,0,0
100078905,CATAMARCA,BELEN,0,1,0,0,0,0,0
100078906,CATAMARCA,BELEN,0,1,0,0,0,0,0
100078907,CATAMARCA,BELEN,0,1,0,0,0,0,0
100078908,CATAMARCA,ANTOFAGASTA DE LA SIERRA,0,1,0,0,0,0,0
100078909,CATAMARCA,BELEN,0,1,0,0,0,0,0
100078910,CATAMARCA,BELEN,0,1,0,0,0,0,0
100078911,CATAMARCA,BELEN,0,1,0,0,0,0,0
100079000,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100079100,CATAMARCA,CAPITAL,0,0,1,0,0,0,0
100079200,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100079300,CATAMARCA,LA PAZ,0,0,1,0,0,0,0
100079400,CATAMARCA,CAPAYAN,0,0,0,1,0,0,0
100079401,CATAMARCA,CAPAYAN,0,0,0,1,0,0,0
100079600,CATAMARCA,BELEN,0,0,0,1,0,0,0
100079700,CATAMARCA,BELEN,0,0,0,1,0,0,0
100079701,CATAMARCA,BELEN,0,0,0,1,0,0,0
100079800,CATAMARCA,POMAN,0,0,0,1,0,0,0
100079900,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100080200,CATAMARCA,SANTA MARIA,0,0,0,0,0,0,0
100080300,CATAMARCA,BELEN,0,1,1,0,0,0,0
100080400,CATAMARCA,SANTA MARIA,0,1,1,1,0,0,0
100080500,CATAMARCA,CAPITAL,0,1,1,1,0,0,0
100080600,CATAMARCA,CAPITAL,0,1,1,1,0,0,0
100080700,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100080701,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100080702,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100080703,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100080704,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100080705,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100080706,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100080707,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100080708,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100080710,CATAMARCA,PACLIN,0,1,0,0,0,0,0
100080800,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080801,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080802,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080803,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080804,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080805,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080806,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080807,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080808,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080810,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080811,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080812,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080813,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080814,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080815,CATAMARCA,EL ALTO,0,1,0,0,0,0,0
100080900,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100080901,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100080902,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100080903,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100080904,CATAMARCA,ANCASTI,0,1,0,0,0,0,0
100080905,CATAMARCA,ANCASTI,0,1,0,0,0,0,0
100080906,CATAMARCA,ANCASTI,0,1,0,0,0,0,0
100080907,CATAMARCA,ANCASTI,0,1,0,0,0,0,0
100080909,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100080910,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100080911,CATAMARCA,ANCASTI,0,1,0,0,0,0,0
100080912,CATAMARCA,ANCASTI,0,1,0,0,0,0,0
100080913,CATAMARCA,ANCASTI,0,1,0,0,0,0,0
100081000,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081001,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081002,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081003,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081004,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081006,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081008,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081009,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081010,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081100,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081101,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081102,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081103,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081104,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081105,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081106,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081107,CATAMARCA,LA PAZ,0,1,0,0,0,0,0
100081200,CATAMARCA,FRAY MAMERTO ESQUIU,0,1,0,0,0,0,0
100081201,CATAMARCA,FRAY MAMERTO ESQUIU,0,1,0,0,0,0,0
100081202,CATAMARCA,FRAY MAMERTO ESQUIU,0,1,0,0,0,0,0
100081203,CATAMARCA,FRAY MAMERTO ESQUIU,0,1,0,0,0,0,0
100081204,CATAMARCA,FRAY MAMERTO ESQUIU,0,1,0,0,0,0,0
100081300,CATAMARCA,AMBATO,0,1,0,0,0,0,0
100081301,CATAMARCA,AMBATO,0,1,0,0,0,0,0
100081302,CATAMARCA,AMBATO,0,1,0,0,0,0,0
100081303,CATAMARCA,AMBATO,0,1,0,0,0,0,0
100081304,CATAMARCA,AMBATO,0,1,0,0,0,0,0
100081305,CATAMARCA,AMBATO,0,1,0,0,0,0,0
100081306,CATAMARCA,AMBATO,0,1,0,0,0,0,0
100081307,CATAMARCA,AMBATO,0,1,0,0,0,0,0
100081310,CATAMARCA,AMBATO,0,1,0,0,0,0,0
100081311,CATAMARCA,AMBATO,0,1,0,0,0,0,0
100081400,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081401,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081402,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081403,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081404,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081405,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081406,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081500,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081501,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081502,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081503,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081504,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081505,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081506,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081507,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
100081508,CATAMARCA,CAPAYAN,0,1,0,0,0,0,0
